Berks	B-LOC
County	I-LOC
,	I-LOC
Pennsylvania	I-LOC
from	O
1949	O
to	O
1970	O
.	O
	
São	B-LOC
Bartolomeu	I-LOC
River	I-LOC
	
Aboudeïa	B-ORG
–	O
Salamat	B-LOC
Region	I-LOC
	
J.	B-PER
Bob	I-PER
Kelly	I-PER
	
Keeble	B-ORG
v	I-ORG
Hickeringill	I-ORG
''	O
	
18	O
July	O
–	O
Paul	B-PER
Foot	I-PER
,	O
journalist	O
and	O
nephew	O
of	O
former	O
Labour	B-ORG
Party	I-ORG
leader	O
Michael	B-PER
Foot	I-PER
(	O
born	O
1937	O
)	O
	
Govind	B-ORG
Chandra	I-ORG
Pandey	I-ORG
(	O
1923	O
)	O
	
''	O
Sphingonaepiopsis	B-LOC
kuldjaensis	I-LOC
''	O
(	O
Graeser	O
,	O
1892	O
)	O
	
San	B-PER
Miguel	I-PER
Beermen	I-PER
	
Coming	O
on	O
twice	O
as	O
a	O
substitute	O
,	O
he	O
was	O
selected	O
to	O
start	O
in	O
the	O
semi-final	O
loss	O
to	O
Brazil	B-ORG
.	O
	
Adnan	B-PER
Sami	I-PER
,	O
Asha	B-PER
Bhosle	I-PER
	
Lee	B-PER
Eun-ju	I-PER
...	O
Kyeong-woo	O
	
''	O
Tenkai	B-ORG
Knights	I-ORG
''	O
	
Estadio	B-ORG
Regional	I-ORG
de	I-ORG
Antofagasta	I-ORG
,	O
Antofagasta	B-LOC
	
;	O
Teams	O
losing	O
Copa	B-ORG
del	I-ORG
Rey	I-ORG
first	O
round	O
	
**	O
Battle	B-ORG
of	I-ORG
Drocourt-Queant	I-ORG
Line	I-ORG
2–3	O
September	O
1918	O
	
The	O
Late	B-ORG
Baroque	I-ORG
building	O
was	O
left	O
incomplete	O
when	O
the	O
Empress	B-PER
Elizabeth	I-PER
came	O
to	O
the	O
throne	O
in	O
1742	O
.	O
	
Proc.	B-ORG
Inst.	I-ORG
Mech	I-ORG
Eng	I-ORG
.	I-ORG
Vol	O
180,1966	O
.	O
	
**	O
Kyoto	B-ORG
National	I-ORG
Museum	I-ORG
(	O
early	O
production	O
cast	O
)	O
	
Decker	B-LOC
Prairie	I-LOC
,	I-LOC
Texas	I-LOC
	
Digimon	B-PER
Data	I-PER
Squad	I-PER
''	O
-	O
DemiDevimon	B-ORG
,	O
Mojyamon	B-ORG
,	O
Tsunomon	B-ORG
	
Boys	B-ORG
from	I-ORG
the	I-ORG
Blackstuff	I-ORG
''	O
(	O
1980–1982	O
)	O
	
*From	O
the	O
album	O
I	B-ORG
Think	I-ORG
We	I-ORG
're	I-ORG
All	I-ORG
Bozos	I-ORG
on	I-ORG
This	I-ORG
Bus	I-ORG
''	O
-	O
August	O
1971	O
	
From	O
2009	O
to	O
2012	O
she	O
served	O
as	O
Deputy	O
of	O
the	O
LXI	B-PER
Legislature	I-PER
of	I-PER
the	I-PER
Mexican	I-PER
Congress	I-PER
representing	O
Chiapas	B-LOC
.	O
	
Zulu	B-LOC
golden	I-LOC
mole	I-LOC
	
/	O
Lauren	B-PER
Montgomery	I-PER
/	O
Brandon	B-PER
Vietti	I-PER
	
Micah	B-LOC
P.	I-LOC
Hinson	I-LOC
and	I-LOC
the	I-LOC
Opera	I-LOC
Circuit	I-LOC
''	O
	
Alicia	B-PER
Koplowitz	I-PER
,	I-PER
7th	I-PER
Marquise	I-PER
of	I-PER
Bellavista	I-PER
	
Lambda	B-ORG
Kappa	I-ORG
Sigma	I-ORG
,	O
founded	O
in	O
1913	O
at	O
Massachusetts	B-ORG
College	I-ORG
of	I-ORG
Pharmacy	I-ORG
.	O
	
Route	B-ORG
311	I-ORG
(	I-ORG
Virginia–West	I-ORG
Virginia	I-ORG
)	I-ORG
	
''As	O
of	O
UAE	B-ORG
Pro	I-ORG
League	I-ORG
:	O
''	O
	
It	O
is	O
the	O
female-centred	O
equivalent	O
of	O
the	O
Rover	B-ORG
Scouts	I-ORG
.	O
	
Among	O
many	O
artists	O
who	O
recorded	O
this	O
song	O
were	O
Al	B-PER
Jolson	I-PER
and	O
Billy	B-PER
Murray	I-PER
.	O
	
Córdoba	B-LOC
Province	I-LOC
,	I-LOC
Argentina	I-LOC
	
Communes	B-LOC
of	I-LOC
the	I-LOC
Saône-et-Loire	I-LOC
department	I-LOC
	
In	O
the	O
end	O
,	O
however	O
,	O
Marc	B-PER
Surer	I-PER
prevailed	O
for	O
the	O
works	O
.	O
	
Fan	B-PER
,	I-PER
Ye	I-PER
.	O
	
Robinson	B-PER
,	I-PER
Agnes	I-PER
Mary	I-PER
Frances	I-PER
(	O
1897	O
)	O
.	O
	
Buy	B-ORG
U	I-ORG
a	I-ORG
Drank	I-ORG
(	I-ORG
Shawty	I-ORG
Snappin	I-ORG
'	I-ORG
)	I-ORG
(	O
2007	O
/	O
ft	O
.	O
	
'	O
''	O
Aprilia	B-ORG
''	O
'	O
	
Zhambyl	B-ORG
District	I-ORG
,	I-ORG
Zhambyl	B-ORG
Province	I-ORG
,	O
a	O
district	B-LOC
of	O
Zhambyl	B-ORG
Province	I-ORG
in	O
Kazakhstan	B-LOC
.	O
	
Hans	B-PER
von	I-PER
Euler-Chelpin	I-PER
	
Central	B-ORG
Electro	I-ORG
Chemical	I-ORG
Research	I-ORG
Institute	I-ORG
	
In	O
the	O
California	B-ORG
State	I-ORG
Legislature	I-ORG
,	O
Seven	O
Trees	O
is	O
in	O
,	O
and	O
in	O
.	O
	
Western	B-LOC
Region	I-LOC
of	I-LOC
British	I-LOC
Railways	I-LOC
	
Going	B-ORG
Home	I-ORG
(	I-ORG
TV	I-ORG
series	I-ORG
)	I-ORG
	
Jaipur	B-LOC
(	O
Palace	B-ORG
of	I-ORG
the	I-ORG
Winds	I-ORG
)	O
	
It	O
lies	O
north-west	O
of	O
Kowalewo	B-LOC
Pomorskie	I-LOC
,	O
north-west	O
of	O
Golub-Dobrzyń	B-LOC
,	O
and	O
north-east	O
of	O
Toruń	B-LOC
.	O
	
Emoryville	B-LOC
,	I-LOC
West	I-LOC
Virginia	I-LOC
	
'	O
''	O
Novak	B-PER
Djokovic	I-PER
''	O
'6–1	O
,	O
7–5	O
	
Interview	O
with	O
Granta	B-ORG
(	O
October	O
5	O
,	O
2013	O
)	O
	
Will	B-PER
Ferrell	I-PER
,	O
Caroline	B-PER
Rhea	I-PER
	
:	O
*331	O
Trevor	B-PER
Johnson	I-PER
(	O
2000–06	O
)	O
	
São	B-LOC
Simão	I-LOC
-	O
1.343	O
billion	O
	
Hans	B-PER
Jørgen	I-PER
Hammer	I-PER
	
Pike	B-ORG
Bay	I-ORG
Township	I-ORG
,	O
Cass	B-LOC
County	I-LOC
	
Elissa	B-PER
(	I-PER
Lebanese	I-PER
singer	I-PER
)	I-PER
	
Stony	B-LOC
Plain	I-LOC
'	O
''	O
(	O
587	O
)	O
'	O
''	O
-250	O
268	O
980	O
	
The	O
supporting	O
cast	O
features	O
Robert	B-PER
Young	I-PER
,	O
Robert	B-PER
Stack	I-PER
,	O
Frank	B-PER
Morgan	I-PER
,	O
Dan	B-PER
Dailey	I-PER
,	O
Ward	B-PER
Bond	I-PER
and	O
Maria	B-PER
Ouspenskaya	I-PER
.	O
	
Finsch	B-LOC
's	I-LOC
rufous	I-LOC
thrush	I-LOC
	
''	O
Play	B-ORG
Something	I-ORG
Country	I-ORG
''	O
-	O
3:10	O
	
Ioan	B-PER
P.	I-PER
Culianu	I-PER
	
The	O
song	O
was	O
a	O
hit	O
when	O
first	O
published	O
,	O
and	O
was	O
covered	O
by	O
numerous	O
artists	O
including	O
Ben	B-PER
Bernie	I-PER
and	I-PER
His	I-PER
Hotel	I-PER
Roosevelt	I-PER
Orchestra	I-PER
,	O
Annette	B-PER
Hanshaw	I-PER
,	O
Ben	B-PER
Selvin	I-PER
&	I-PER
His	I-PER
Orchestra	I-PER
and	O
Belle	B-PER
Baker	I-PER
.	O
	
Andrew	B-PER
Ilie	I-PER
''	O
(	O
Second	O
Round	O
)	O
	
The	O
song	O
has	O
been	O
an	O
oft-covered	O
song	O
on	O
American	B-ORG
Idol	I-ORG
''	O
with	O
singers	O
Tamyra	B-PER
Gray	I-PER
and	O
Fantasia	B-PER
Barrino	I-PER
covering	O
it	O
.	O
	
Australian	B-LOC
sawtail	I-LOC
catshark	I-LOC
	
Latvian	B-ORG
Higher	I-ORG
League	I-ORG
:	O
2012	B-LOC
	
They	O
were	O
Soviet	B-LOC
s	O
purchased	O
in	O
the	O
1950s	O
.	O
	
Luther	B-ORG
Burbank	I-ORG
Center	I-ORG
for	I-ORG
the	I-ORG
Arts	I-ORG
	
The	O
Free	B-ORG
State	I-ORG
Division	I-ORG
at	O
Bloemfontein	B-LOC
	
Barbara	B-PER
Schett	I-PER
Amanda	B-PER
Coetzer	I-PER
Jana	B-PER
Novotná	I-PER
Lindsay	B-PER
Davenport	I-PER
	
''	O
Trịnh	B-PER
Tùng	I-PER
''	O
'	O
-	O
Ruled	O
1570–1623	O
.	O
	
Grantsville	B-LOC
,	I-LOC
West	I-LOC
Virginia	I-LOC
	
A	O
retail	O
store	O
where	O
guests	O
can	O
shop	O
for	O
Sesame	B-ORG
Street	I-ORG
themed	O
souvenirs	O
and	O
apparel	O
.	O
	
Administrative	B-LOC
divisions	I-LOC
of	I-LOC
South	I-LOC
Korea	I-LOC
	
**	O
'	O
''	O
Europa	B-LOC
Island	I-LOC
''	O
'	O
(	O
Disputed	O
by	O
Madagascar	B-LOC
)	O
	
Kimberly	B-ORG
Po-Messerli	I-ORG
and	O
Nicole	B-PER
Pratt	I-PER
won	O
in	O
the	O
final	O
6–3	O
,	O
6–1	O
,	O
against	O
Tina	B-PER
Križan	I-PER
and	O
Katarina	B-PER
Srebotnik	I-PER
.	O
	
Skyscraper	B-ORG
National	I-ORG
Park	I-ORG
	
Verne	B-PER
Troyer	I-PER
(	O
episode	O
3	O
)	O
	
He	O
was	O
appointed	O
High	B-PER
Sheriff	I-PER
of	I-PER
Worcestershire	I-PER
for	O
1584	O
.	O
	
Knox	B-LOC
County	I-LOC
,	I-LOC
Texas	I-LOC
	
Sharpsburg	B-LOC
,	I-LOC
North	I-LOC
Carolina	I-LOC
	
Songdin	B-LOC
(	O
622	O
)	O
	
María	B-PER
Cayetana	I-PER
de	I-PER
Silva	I-PER
,	I-PER
13th	I-PER
Duchess	I-PER
of	I-PER
Alba	I-PER
	
'	O
''	O
Pushing	B-PER
Daisies	I-PER
''	O
'	O
''	O
	
and	O
Ph.D.	O
degrees	O
from	O
the	O
University	B-ORG
of	I-ORG
Texas	I-ORG
at	I-ORG
Austin	I-ORG
.	O
	
Before	O
1945	O
the	O
area	O
was	O
part	O
of	O
Germany	B-LOC
.	O
	
Metropolitan	B-ORG
Atlanta	I-ORG
Rapid	I-ORG
Transit	I-ORG
Authority	I-ORG
	
Tribhuvan	B-ORG
University	I-ORG
,	O
Nepal	B-LOC
	
Rudniki	B-LOC
,	I-LOC
Białystok	I-LOC
County	I-LOC
	
Politics	B-ORG
of	I-ORG
Edinburgh	I-ORG
	
University	B-ORG
of	I-ORG
Lethbridge	I-ORG
Community	I-ORG
Stadium	I-ORG
	
Rufus	B-ORG
Does	I-ORG
Judy	I-ORG
at	I-ORG
Carnegie	I-ORG
Hall	I-ORG
''	O
	
He	O
then	O
worked	O
at	O
the	O
Harvard-Smithsonian	B-ORG
Center	I-ORG
for	I-ORG
Astrophysics	I-ORG
in	O
Cambridge	B-ORG
,	O
Massachusetts	B-LOC
.	O
	
Louis	B-PER
I	I-PER
,	I-PER
Count	I-PER
of	I-PER
Étampes	I-PER
	
Auto	B-ORG
Clearing	I-ORG
Motor	I-ORG
Speedway	I-ORG
,	O
Saskatoon	B-LOC
	
'	O
''	O
Bangalore	B-LOC
''	O
'	O
	
McKinney	B-ORG
Avenue	I-ORG
Transit	I-ORG
Authority	I-ORG
	
;	O
2006	O
–	O
Scott-Marcondes	B-ORG
Cesar-São	I-ORG
José	I-ORG
dos	I-ORG
Campos	I-ORG
	
'	O
''	O
Kevin	B-ORG
Harvick	I-ORG
Incorporated	I-ORG
''	O
'	O
	
Aaron	B-ORG
``	I-ORG
Wheelz	I-ORG
''	I-ORG
Fotheringham	I-ORG
,	O
Nikki	B-PER
Yanofsky	I-PER
and	O
others	O
performed	O
.	O
	
Mrs	O
Herbert	B-PER
Strang	I-PER
(	O
and	O
Apuleius	B-PER
)	O
	
'	O
''	O
Caio	B-PER
Zampieri	I-PER
''	O
'	O
7–6	O
(	O
7–3	O
)	O
,	O
5–7	O
,	O
7–6	O
(	O
7–4	O
)	O
	
It	O
is	O
found	O
in	O
New	B-LOC
Guinea	I-LOC
.	O
	
Susan	B-PER
Rasinski	I-PER
McCaw	I-PER
–	O
Political	O
appointee	O
	
Wexford	B-LOC
County	I-LOC
,	I-LOC
Michigan	I-LOC
	
Lower	B-ORG
Klamath	I-ORG
National	I-ORG
Wildlife	I-ORG
Refuge	I-ORG
	
Serge	B-PER
and	I-PER
Beate	I-PER
Klarsfeld	I-PER
	
Ystads	B-ORG
IF	I-ORG
22	O
8	O
8	O
6	O
37-33	O
32	O
	
Maribel	B-ORG
Rodríguez	I-ORG
Hernández	I-ORG
(	O
2001–2002	O
)	O
''Arecibo	O
''	O
	
'	O
''	O
Morbidelli	B-ORG
''	O
'	O
	
'	O
''	O
FC	B-ORG
Lokomotiv	I-ORG
Chita	I-ORG
''	O
'	O
	
Sri	B-PER
Vidyaranya	I-PER
:	O
Panchadashi	O
.	O
	
Stockton	B-LOC
,	I-LOC
California	I-LOC
	
Mayor	B-PER
of	I-PER
Wellington	I-PER
–	O
Frank	B-PER
Kitts	I-PER
	
Trajan	B-ORG
's	I-ORG
Forum	I-ORG
	
'	O
''	O
James	B-PER
Dreyfus	I-PER
''	O
'	O
	
Red	B-LOC
phalarope	I-LOC
,	O
''Phalaropus	O
fulicarius	O
''	O
	
``	O
The	B-ORG
Simple	I-ORG
Things	I-ORG
(	I-ORG
Something	I-ORG
Emotional	I-ORG
)	I-ORG
''	O
was	O
released	O
as	O
the	O
album	O
's	O
third	O
single	O
in	O
September	O
2008	O
.	O
	
Spring	B-LOC
Grove	I-LOC
Township	I-LOC
,	I-LOC
Houston	I-LOC
County	I-LOC
,	I-LOC
Minnesota	I-LOC
	
'	O
''	O
Nicol	B-PER
David	I-PER
''	O
'11-5	O
,	O
11-4	O
,	O
11-9	O
	
Central	B-ORG
Air	I-ORG
Force	I-ORG
Museum	I-ORG
	
He	O
died	O
in	O
Munich	B-LOC
.	O
	
Indonesian	B-ORG
National	I-ORG
Party	I-ORG
	
He	O
is	O
a	O
Democrat	B-ORG
.	O
	
'	O
''	O
Ernests	B-PER
Gulbis	I-PER
[24]	O
''	O
'	O
	
37	O
/	O
1	O
,	O
Make	B-ORG
Me	I-ORG
an	I-ORG
Instrument	I-ORG
of	I-ORG
Your	I-ORG
Peace	I-ORG
.	O
	
Comanche	B-LOC
,	I-LOC
Oklahoma	I-LOC
	
''	O
Missing	B-ORG
You	I-ORG
''	O
	
He	O
served	O
as	O
Chief	B-PER
Justice	I-PER
of	I-PER
India	I-PER
from	O
1943	O
to	O
1947	O
.	O
	
The	O
historian	O
James	B-PER
Wycliffe	I-PER
Headlam	I-PER
was	O
his	O
younger	O
brother	O
.	O
	
'	O
''	O
Staple	B-LOC
''	O
'	O
8:66	O
.	O
	
They	O
have	O
three	O
daughters	O
,	O
including	O
the	O
writer	O
Rhiannon	B-PER
Lassiter	I-PER
.	O
	
P.S.1	B-ORG
Contemporary	I-ORG
Art	I-ORG
Center	I-ORG
	
Ignazio	B-PER
Giunti	I-PER
Nino	B-PER
Vaccarella	I-PER
Mario	B-PER
Andretti	I-PER
	
Charles	B-PER
Emmanuel	I-PER
IV	I-PER
of	I-PER
Sardinia	I-PER
(	O
13	O
July	O
1807	O
–	O
6	O
October	O
1819	O
)	O
,	O
descended	O
from	O
the	O
youngest	O
daughter	O
of	O
Charles	B-PER
I	I-PER
.	O
	
Thuridilla	B-LOC
gracilis	I-LOC
''	O
(	O
Risbec	O
,	O
1928	O
)	O
	
I	B-ORG
Am	I-ORG
Not	I-ORG
a	I-ORG
Human	I-ORG
Being	I-ORG
II	I-ORG
''	O
	
``	O
And	B-ORG
You	I-ORG
and	I-ORG
I	I-ORG
''	O
(	O
Yes	B-ORG
,	O
from	O
Close	B-ORG
to	I-ORG
the	I-ORG
Edge	I-ORG
''	O
,	O
1972	O
)	O
	
''	O
Prime	B-ORG
Time	I-ORG
''	O
(	O
1977	O
)	O
	
Westward	B-ORG
Islet	I-ORG
,	O
in	O
the	O
Pitcairn	B-LOC
Islands	I-LOC
	
Through-running	O
to	O
and	O
from	O
and	O
via	O
the	O
Tokyu	B-ORG
Toyoko	I-ORG
Line	I-ORG
and	O
Minatomirai	B-ORG
Line	I-ORG
commenced	O
on	O
16	O
March	O
2013	O
.	O
	
``	O
Danza	B-ORG
Kuduro	I-ORG
''	O
-	O
Don	B-PER
Omar	I-PER
feat	O
.	O
	
Steve	B-PER
Robson	I-PER
—	O
songwriting	O
,	O
production	O
	
**	O
Vietnam	B-ORG
during	I-ORG
the	I-ORG
Second	I-ORG
World	I-ORG
War	I-ORG
	
Paraclete	B-LOC
,	I-LOC
Grenada	I-LOC
	
Stephen	B-PER
(	O
1162–1163	O
)	O
	
All	O
songs	O
by	O
Ray	B-PER
Davies	I-PER
,	O
except	O
as	O
noted	O
	
She	O
was	O
born	O
in	O
New	B-LOC
York	I-LOC
,	I-LOC
NY	I-LOC
.	O
	
Hamilton	B-ORG
Public	I-ORG
Library	I-ORG
(	I-ORG
Ontario	I-ORG
)	I-ORG
	
Juan	B-PER
de	I-PER
Araujo	I-PER
(	O
1646–1712	O
)	O
	
He	O
was	O
part	O
of	O
the	O
Canada	B-ORG
men	I-ORG
's	I-ORG
national	I-ORG
volleyball	I-ORG
team	I-ORG
.	O
	
''	O
Crossroads	B-ORG
''	O
(	O
1964–1988	O
,	O
2001–2003	O
)	O
	
'	O
''	O
Stuart	B-PER
MacGill	I-PER
''	O
'	O
	
'	O
''	O
Pat	B-PER
Hennen	I-PER
''	O
'	O
	
``	O
A	B-ORG
Pretty	I-ORG
Girl	I-ORG
Is	I-ORG
Like	I-ORG
A	B-ORG
Melody	I-ORG
''	O
w.m	O
.	O
	
It	O
is	O
found	O
in	O
China	B-LOC
.	O
	
Marguerite	B-PER
Duras	I-PER
,	O
author	O
	
Falkenberg	B-LOC
,	I-LOC
Märkisch-Oderland	I-LOC
	
1999	O
:	O
''Le	O
Costume	O
''	O
by	O
Can	B-PER
Themba	I-PER
	
Claude	B-ORG
Antoine	I-ORG
Valdec	I-ORG
de	I-ORG
Lessart	I-ORG
	
:	O
:	O
:	O
:	O
''	O
B.	B-LOC
''	O
	
Banco	B-ORG
à	I-ORG
Bangkok	I-ORG
pour	I-ORG
OSS	I-ORG
117	I-ORG
''	O
	
Sărulești	B-LOC
,	I-LOC
Călărași	I-LOC
	
'	O
''	O
Olli	B-PER
Tuominen	I-PER
''	O
'	O
	
''	O
Zelleria	B-LOC
mystarcha	I-LOC
''	O
Meyrick	O
,	O
1893	O
	
''	O
Campeonato	B-ORG
Maranhense	I-ORG
:	O
32	O
''	O
'	O
	
BP	B-ORG
Ford	I-ORG
Abu	I-ORG
Dhabi	I-ORG
World	I-ORG
Rally	I-ORG
Team	I-ORG
	
1929-30	B-ORG
Kangaroo	I-ORG
tour	I-ORG
of	I-ORG
Great	I-ORG
Britain	I-ORG
	
San	B-LOC
Lorenzo	I-LOC
,	I-LOC
California	I-LOC
	
Andreessen	B-ORG
(	I-ORG
disambiguation	I-ORG
)	I-ORG
	
Glenn	B-PER
Frey	I-PER
-	O
``	O
Glenn	B-ORG
Frey	I-ORG
Live	I-ORG
''	O
(	O
1993	O
)	O
	
Starring	O
Nick	B-PER
Hancock	I-PER
,	O
Andrew	B-PER
Sachs	I-PER
	
Oak	B-LOC
Park	I-LOC
,	I-LOC
Illinois	I-LOC
	
Massachusetts	B-ORG
Route	I-ORG
3A	I-ORG
	
Aborigines	B-ORG
'	I-ORG
Protection	I-ORG
Society	I-ORG
	
Albanchez	B-LOC
de	I-LOC
Mágina	I-LOC
	
The	B-ORG
Beatles	I-ORG
at	I-ORG
the	I-ORG
Hollywood	I-ORG
Bowl	I-ORG
''	O
[12]	O
	
London	B-ORG
Symphony	I-ORG
Orchestra	I-ORG
cond	O
.	O
	
2009	B-ORG
Allstate	I-ORG
Sugar	I-ORG
Bowl	I-ORG
	
1	O
–	O
1	O
(	O
Egypt	B-LOC
;	O
30	O
May	O
1990	O
)	O
	
Hartford	B-LOC
,	I-LOC
Connecticut	I-LOC
,	O
United	B-LOC
States	I-LOC
	
George	B-PER
Caleb	I-PER
Bingham	I-PER
(	O
1811–1879	O
)	O
,	O
painter	O
	
''	O
The	B-ORG
Inefficiency	I-ORG
of	I-ORG
Humans	I-ORG
''	O
7	O
''	O
(	O
1998	O
Thick	B-ORG
)	O
	
However	O
his	O
stay	O
at	O
Saltergate	B-ORG
lasted	O
only	O
four	O
months	O
,	O
making	O
16	O
appearances	O
in	O
total	O
before	O
joining	O
Derby	B-ORG
County	I-ORG
in	O
January	O
1956	O
for	O
a	O
fee	O
of	O
£1,500	O
.	O
	
Rock	B-LOC
Springs	I-LOC
(	O
99.6	O
%	O
)	O
	
Swaraj	B-PER
Prakash	I-PER
Gupta	I-PER
	
Girl	B-ORG
Guides	I-ORG
South	I-ORG
Africa	I-ORG
	
Worth	B-LOC
,	I-LOC
West	I-LOC
Sussex	I-LOC
	
*01600	O
—	O
Monmouth	B-LOC
(	O
MO0	O
)	O
	
The	O
damage	O
necessitated	O
a	O
return	O
to	O
Pearl	B-LOC
Harbor	I-LOC
for	O
repairs	O
.	O
	
Tyler	B-ORG
courthouse	I-ORG
shooting	I-ORG
	
He	O
fought	O
in	O
the	O
First	B-ORG
World	I-ORG
War	I-ORG
between	O
1914	O
and	O
1918	O
.	O
	
Inti	B-LOC
Watana	I-LOC
,	I-LOC
Urubamba	I-LOC
	
Eslamabad	B-LOC
,	I-LOC
Firuzabad	I-LOC
	
He	O
was	O
born	O
in	O
Cerro	B-LOC
Gordo	I-LOC
,	I-LOC
Illinois	I-LOC
and	O
attended	O
Stanford	B-ORG
University	I-ORG
from	O
1913-1919	O
.	O
	
He	O
was	O
a	O
long-serving	O
sports	B-ORG
anchor	B-ORG
and	O
Executive	B-ORG
Producer	I-ORG
for	O
WJAC-TV	B-ORG
in	O
Pennsylvania	B-LOC
.	O
	
Michael	B-PER
Jordan	I-PER
,	O
Scottie	B-PER
Pippen	I-PER
(	O
37	O
)	O
	
Nadăș	B-LOC
River	I-LOC
(	I-LOC
Aita	I-LOC
)	I-LOC
	
They	O
are	O
named	O
for	O
Robert	B-PER
Carmichael	I-PER
.	O
	
2013	B-ORG
Lahad	I-ORG
Datu	I-ORG
standoff	I-ORG
	
Test	B-PER
the	I-PER
Nation	I-PER
	
The	B-ORG
Dixie	I-ORG
Dead	I-ORG
(	O
2013	O
)	O
	
George	B-PER
Hunter	I-PER
-	O
1964	O
	
Harpers	B-LOC
Ferry	I-LOC
,	I-LOC
West	I-LOC
Virginia	I-LOC
	
Events	O
from	O
the	O
year	O
'	O
''	O
1805	O
in	O
Austria	B-LOC
''	O
'	O
	
''	O
Live	B-ORG
Is	I-ORG
Beautiful	I-ORG
''	O
(	O
2008	O
)	O
	
16th	B-ORG
Troop	I-ORG
Carrier	I-ORG
Squadron	I-ORG
:	O
attached	O
14	O
November	O
1954	O
–	O
8	O
July	O
1955	O
	
''	O
Bobby	B-ORG
Jones	I-ORG
Gospel	I-ORG
''	O
(	O
2016-present	O
)	O
	
Pau	B-LOC
,	O
France	B-LOC
,	O
1960	O
	
''	O
I	B-ORG
Think	I-ORG
I	B-ORG
'm	I-ORG
in	I-ORG
Love	I-ORG
with	I-ORG
You	I-ORG
''	O
	
In	O
January	O
2000	O
,	O
she	O
married	O
Roman	B-PER
Skorniakov	I-PER
.	O
	
Stephen	B-PER
Finlay	I-PER
...	O
Policeman	O
	
''	O
Maple	B-ORG
Leaf	I-ORG
Wrestling	I-ORG
''	O
'	O
	
'	O
''	O
Tennis	B-ORG
Borussia	I-ORG
Berlin	I-ORG
''	O
'	O
	
Henry	B-PER
